t,bead x,bead y,bead z,cam x,cam y,cam z,act x,act y1,act z,act y2,curr 1,curr 2,curr 3,curr 4,ps power,focus1,focus2
1424.0408,-0.0040,-0.0024, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243, 0.0288, 0.7973, 0.7685, 0.0000,0,1.39830633997,1.26550152917
1424.2597,-0.0040,-0.0019, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.39173417288,1.25109839872
1424.5160,-0.0055, 0.0021, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.39792153406,1.23904160101
1424.7717,-0.0050, 0.0026, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.39170934366,1.25812313539
1424.9011,-0.0045, 0.0021, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37173088609,1.27497437605
1425.0303,-0.0045, 0.0021, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.36587721422,1.28947267041
1425.1582,-0.0045, 0.0021, 0.1274, 0.0060, 0.0336, 0.1274, 0.9717, 0.4697, 6.1987, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34819270803,1.29488103057
1425.2866,-0.0045, 0.0016, 0.1263, 0.0060, 0.0336, 0.1263, 0.9717, 0.4697, 6.1976, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33769277941,1.29742845502
1425.4189,-0.0045, 0.0016, 0.1234, 0.0060, 0.0336, 0.1234, 0.9717, 0.4697, 6.1947, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.32542992614,1.31040110757
1425.6730,-0.0040, 0.0011, 0.1163, 0.0060, 0.0336, 0.1163, 0.9717, 0.4697, 6.1876, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.30059114643,1.32615661004
1425.9314,-0.0035, 0.0016, 0.1089, 0.0060, 0.0336, 0.1089, 0.9717, 0.4697, 6.1802, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.31541910019,1.31357587729
1426.1953,-0.0030, 0.0011, 0.1036, 0.0060, 0.0336, 0.1036, 0.9717, 0.4697, 6.1749, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33921458083,1.29176404301
1426.4688,-0.0025, 0.0011, 0.0985, 0.0060, 0.0336, 0.0985, 0.9717, 0.4697, 6.1678, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.35089766591,1.26139189875
1426.5717,-0.0025, 0.0011, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.36787463376,1.27382529444
1426.6985,-0.0020, 0.0011, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.39640175763,1.24467089569
1426.8271,-0.0020, 0.0011, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37148114003,1.26756248927
1426.9557,-0.0020, 0.0006, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.3697348492,1.27501724302
1427.0850,-0.0020, 0.0006, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.35982457272,1.28740148927
1427.3395,-0.0015, 0.0006, 0.0943, 0.0060, 0.0336, 0.0943, 0.9717, 0.4697, 6.1656, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33100118012,1.30689291087
1427.6002,-0.0015, 0.0001, 0.0892, 0.0060, 0.0336, 0.0892, 0.9717, 0.4697, 6.1605, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.30293955108,1.29231236752
1427.8590,-0.0010, 0.0001, 0.0822, 0.0060, 0.0336, 0.0822, 0.9717, 0.4697, 6.1535, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.31783506928,1.29025941916
1428.1130,-0.0005, 0.0001, 0.0746, 0.0060, 0.0336, 0.0746, 0.9717, 0.4697, 6.1459, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.36787583306,1.27669580031
1428.2306, 0.0000, 0.0001, 0.0722, 0.0060, 0.0336, 0.0722, 0.9717, 0.4697, 6.1435, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.40306468471,1.24457060847
1428.3542, 0.0000, 0.0001, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.40327111266,1.24826541052
1428.4806, 0.0000,-0.0004, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.4114218252,1.24669591564
1428.6134, 0.0005,-0.0004, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.40080254677,1.2576920279
1428.7417, 0.0005,-0.0004, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.38778165,1.25894685924
1428.8856, 0.0005,-0.0004, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37738675504,1.27443015637
1429.1238, 0.0010,-0.0009, 0.0693, 0.0060, 0.0336, 0.0693, 0.9717, 0.4697, 6.1406, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.3465790894,1.29577764401
1429.3822, 0.0010,-0.0014, 0.0651, 0.0060, 0.0336, 0.0651, 0.9717, 0.4697, 6.1364, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.32198859512,1.30522423023
1429.6347, 0.0015,-0.0014, 0.0610, 0.0060, 0.0336, 0.0610, 0.9717, 0.4697, 6.1323, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.31758894611,1.28455348516
1429.7633, 0.0020,-0.0014, 0.0559, 0.0060, 0.0336, 0.0559, 0.9717, 0.4697, 6.1272, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34422450978,1.28310408877
1429.8871, 0.0020,-0.0014, 0.0537, 0.0060, 0.0336, 0.0537, 0.9717, 0.4697, 6.1250, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.35940687343,1.27918413828
1430.0242, 0.0020,-0.0014, 0.0510, 0.0060, 0.0336, 0.0510, 0.9717, 0.4697, 6.1223, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.38583281699,1.25392575855
1430.1461, 0.0025,-0.0019, 0.0510, 0.0060, 0.0336, 0.0510, 0.9717, 0.4697, 6.1223, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.38324974326,1.2768606617
1430.2727, 0.0025,-0.0019, 0.0510, 0.0060, 0.0336, 0.0510, 0.9717, 0.4697, 6.1223, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.35853215815,1.28093900318
1430.3973, 0.0025,-0.0019, 0.0510, 0.0060, 0.0336, 0.0510, 0.9717, 0.4697, 6.1223, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34802371333,1.28582489621
1430.5263, 0.0025,-0.0024, 0.0500, 0.0060, 0.0336, 0.0500, 0.9717, 0.4697, 6.1213, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33263740988,1.30722378669
1430.6539, 0.0030,-0.0024, 0.0474, 0.0060, 0.0336, 0.0474, 0.9717, 0.4697, 6.1187, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.31047430752,1.28404384192
1430.7845, 0.0030,-0.0024, 0.0427, 0.0060, 0.0336, 0.0427, 0.9717, 0.4697, 6.1140, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33264477038,1.29365647834
1431.0475, 0.0035,-0.0024, 0.0376, 0.0060, 0.0336, 0.0376, 0.9717, 0.4697, 6.1089, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34746812367,1.2651745678
1431.3139, 0.0040,-0.0029, 0.0328, 0.0060, 0.0336, 0.0328, 0.9717, 0.4697, 6.1041, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37479531553,1.24986089361
1431.5496, 0.0040,-0.0029, 0.0328, 0.0060, 0.0336, 0.0328, 0.9717, 0.4697, 6.1041, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37688913521,1.27701035443
1431.6774, 0.0045,-0.0034, 0.0328, 0.0060, 0.0336, 0.0328, 0.9717, 0.4697, 6.1041, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.35268167131,1.28384692851
1431.8088, 0.0045,-0.0034, 0.0328, 0.0060, 0.0336, 0.0328, 0.9717, 0.4697, 6.1041, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33603903518,1.29153432521
1431.9374, 0.0050,-0.0039, 0.0306, 0.0060, 0.0336, 0.0306, 0.9717, 0.4697, 6.1019, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.32668836433,1.30500616624
1432.0672, 0.0050,-0.0039, 0.0283, 0.0060, 0.0336, 0.0283, 0.9717, 0.4697, 6.0996, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.31153767133,1.28745592313
1432.1945, 0.0050,-0.0039, 0.0236, 0.0060, 0.0336, 0.0236, 0.9717, 0.4697, 6.0949, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.33054020137,1.2971001936
1432.3301, 0.0055,-0.0039, 0.0212, 0.0060, 0.0336, 0.0212, 0.9717, 0.4697, 6.0925, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.3473129618,1.27160658636
1432.5782, 0.0060,-0.0039, 0.0184, 0.0060, 0.0336, 0.0184, 0.9717, 0.4697, 6.0897, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.37430001652,1.27642748284
1432.8389, 0.0060,-0.0044, 0.0184, 0.0060, 0.0336, 0.0184, 0.9717, 0.4697, 6.0897, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34497108502,1.28585613752
1433.0984, 0.0065,-0.0049, 0.0146, 0.0060, 0.0336, 0.0146, 0.9717, 0.4697, 6.0859, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.32073430417,1.28424770635
1433.2236, 0.0070,-0.0049, 0.0114, 0.0060, 0.0336, 0.0114, 0.9717, 0.4697, 6.0827, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.32320720251,1.30018717735
1433.3535, 0.0070,-0.0049, 0.0088, 0.0060, 0.0336, 0.0088, 0.9717, 0.4697, 6.0800, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34160635498,1.29104958409
1433.4889, 0.0075,-0.0049, 0.0059, 0.0060, 0.0336, 0.0059, 0.9717, 0.4697, 6.0772, 6.8243,-0.2500,-0.2500, 0.2500, 0.2500,1,1.34679545731,1.27865986752
