t,bead x,bead y,bead z,cam x,cam y,cam z,act x,act y1,act z,act y2,curr 1,curr 2,curr 3,curr 4,ps power,focus1,focus2
 917.4532,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.1800, 0.3320, 0.2420, 0.0900,0,1.62025517068,1.46585260262
 917.4556,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.1800, 0.3320, 0.2420, 0.0900,0,1.6198772598,1.46824959059
 917.5930,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.1800, 0.3320, 0.2420, 0.0900,0,1.6170949754,1.46731577754
 917.7045,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.61166633573,1.47414163805
 917.8565,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.6120884692,1.46538842023
 917.9646,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.61854644215,1.4731008545
 918.1244,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.6138213101,1.47470499298
 918.3382,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.61686324436,1.45488856303
 918.5874,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.64065788033,1.45425917019
 918.8686,-0.0125,-0.0119,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.64414030616,1.44594866133
 919.1167,-0.0125,-0.0124,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.66286533442,1.43791999749
 919.2640,-0.0125,-0.0124,-0.1568, 0.0060, 0.0336,-0.1568, 0.9717, 0.4697, 5.9145, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.66501491551,1.43070942958
 919.3727,-0.0120,-0.0124,-0.1536, 0.0060, 0.0336,-0.1536, 0.9717, 0.4697, 5.9184, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.67957502001,1.43249348431
 919.4975,-0.0120,-0.0124,-0.1517, 0.0060, 0.0336,-0.1517, 0.9717, 0.4697, 5.9196, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.68233335132,1.42787896825
 919.6194,-0.0120,-0.0124,-0.1487, 0.0060, 0.0336,-0.1487, 0.9717, 0.4697, 5.9227, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.68814393622,1.4239759283
 919.7829,-0.0125,-0.0124,-0.1435, 0.0060, 0.0336,-0.1435, 0.9717, 0.4697, 5.9278, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.70213461678,1.42510942531
 920.1577,-0.0125,-0.0134,-0.1414, 0.0060, 0.0336,-0.1414, 0.9717, 0.4697, 5.9325, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.65530947992,1.45665554578
 920.1662,-0.0125,-0.0134,-0.1414, 0.0060, 0.0336,-0.1414, 0.9717, 0.4697, 5.9378, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.61913948006,1.50004356275
 920.3968,-0.0130,-0.0139,-0.1285, 0.0060, 0.0336,-0.1285, 0.9717, 0.4697, 5.9428, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.57806520862,1.56600507213
 920.6537,-0.0130,-0.0139,-0.1333, 0.0060, 0.0336,-0.1333, 0.9717, 0.4697, 5.9380, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.54188023853,1.55594003772
 920.8956,-0.0130,-0.0139,-0.1387, 0.0060, 0.0336,-0.1387, 0.9717, 0.4697, 5.9326, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.56546795339,1.54829935273
 921.0581,-0.0130,-0.0139,-0.1433, 0.0060, 0.0336,-0.1433, 0.9717, 0.4697, 5.9280, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.57240165084,1.52502712247
 921.1848,-0.0125,-0.0134,-0.1459, 0.0060, 0.0336,-0.1459, 0.9717, 0.4697, 5.9254, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.63328546479,1.47833410622
 921.3107,-0.0125,-0.0134,-0.1486, 0.0060, 0.0336,-0.1486, 0.9717, 0.4697, 5.9227, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.65887301837,1.44931099779
 921.4304,-0.0125,-0.0134,-0.1486, 0.0060, 0.0336,-0.1486, 0.9717, 0.4697, 5.9227, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.69578242227,1.44045799564
 921.5466,-0.0125,-0.0134,-0.1486, 0.0060, 0.0336,-0.1486, 0.9717, 0.4697, 5.9228, 0.3935, 0.5000,-0.5000,-0.5000, 0.5000,1,1.71372986008,1.42595930919
