t,bead x,bead y,bead z,focus1,focus2 
 523.4964, 0.0041,-0.0271, 0.4915,1.60052987513,1.46323959861
 523.7554, 0.0041,-0.0271, 0.4915,1.60668283363,1.45652717277
 524.0500, 0.0041,-0.0271, 0.4915,1.60083658656,1.46043145595
 524.3009, 0.0041,-0.0271, 0.4915,1.59624236461,1.46646822066
 524.5337, 0.0041,-0.0271, 0.4915,1.60238588733,1.46676757011
 524.7869, 0.0041,-0.0271, 0.4915,1.60195013068,1.45301904242
 525.0297, 0.0041,-0.0271, 0.4915,1.59987669014,1.46503648909
 525.3069, 0.0041,-0.0271, 0.4915,1.60726581459,1.4695973718
 525.5438, 0.0041,-0.0271, 0.4915,1.59618206364,1.45553796309
 525.8048, 0.0046,-0.0271, 0.4915,1.59562349841,1.46611669593
 526.0521, 0.0046,-0.0271, 0.4915,1.60127106865,1.46323504692
 526.3330, 0.0046,-0.0271, 0.4915,1.597262106,1.47143305685
 526.4596, 0.0046,-0.0271, 0.4915,1.5956479715,1.46846998773
 526.7263, 0.0046,-0.0271, 0.4915,1.59320830681,1.47507916221
 526.9856, 0.0046,-0.0276, 0.4915,1.58711122814,1.46348922299
 527.2303, 0.0046,-0.0276, 0.4915,1.59458594245,1.47898039513
 527.4746, 0.0046,-0.0276, 0.4915,1.59807685201,1.46859198096
 527.7316, 0.0046,-0.0276, 0.4915,1.589512581,1.47283379043
 527.9979, 0.0046,-0.0276, 0.4915,1.59177432347,1.47673027035
 528.1378, 0.0046,-0.0276, 0.4915,1.59111124558,1.47898643467
 528.3804, 0.0046,-0.0276, 0.4915,1.58535034553,1.47095586389
 528.6257, 0.0046,-0.0276, 0.4915,1.58189403428,1.47785264737
 528.9313, 0.0046,-0.0276, 0.4915,1.57684019256,1.47559712355
 529.1828, 0.0046,-0.0276, 0.4915,1.58403555289,1.47401736265
 529.4105, 0.0046,-0.0276, 0.4915,1.5749472843,1.47994441888
 529.6540, 0.0046,-0.0276, 0.4915,1.58186335822,1.47991039503
 529.7921, 0.0046,-0.0276, 0.4915,1.57503162789,1.47983222793
 530.0341, 0.0046,-0.0276, 0.4915,1.5730988146,1.48091742586
 530.3177, 0.0046,-0.0276, 0.4915,1.57397245758,1.48719475006
 530.5646, 0.0046,-0.0276, 0.4915,1.56765471161,1.48392078865
 530.8141, 0.0051,-0.0276, 0.4915,1.56967240494,1.49065147236
 531.0888, 0.0051,-0.0276, 0.4915,1.55838812985,1.48496135145
 531.3550, 0.0051,-0.0276, 0.4912,1.5644041728,1.48459905199
 531.5998, 0.0051,-0.0276, 0.4902,1.55853380239,1.49355878924
 531.8491, 0.0051,-0.0276, 0.4898,1.55383454236,1.49521482434
 532.0953, 0.0051,-0.0276, 0.4883,1.56075052784,1.49468251647
 532.3758, 0.0046,-0.0266, 0.4868,1.55926995664,1.49250497217
 532.6320, 0.0046,-0.0241, 0.4854,1.56470481628,1.49188206539
 532.8755, 0.0046,-0.0211, 0.4839,1.57782650766,1.49546774028
 533.1294, 0.0046,-0.0186, 0.4830,1.57672350153,1.4830472036
 533.2478, 0.0046,-0.0166, 0.4830,1.57871047906,1.48787570546
 533.5265, 0.0041,-0.0146, 0.4830,1.59538334334,1.48370789958
 533.7845, 0.0041,-0.0126, 0.4830,1.58907396809,1.47795281394
 534.0249, 0.0041,-0.0111, 0.4830,1.60619662812,1.48044578867
 534.2798, 0.0041,-0.0096, 0.4830,1.60308765375,1.48824265944
 534.5324, 0.0041,-0.0086, 0.4830,1.60051279469,1.48543652569
 534.8055, 0.0041,-0.0076, 0.4830,1.60489052411,1.48761495605
 535.0443, 0.0041,-0.0061, 0.4830,1.6308975841,1.48952084436
 535.3147, 0.0041,-0.0056, 0.4830,1.62050144638,1.48965644294
 535.5613, 0.0036,-0.0046, 0.4830,1.63176623078,1.48865143044
 535.8086, 0.0041,-0.0041, 0.4830,1.63567540433,1.48267285688
 536.1040, 0.0036,-0.0036, 0.4830,1.63511249703,1.4856788273
 536.3691, 0.0036,-0.0036, 0.4830,1.63851832316,1.47736307781
 536.6010, 0.0036,-0.0031, 0.4830,1.62596767972,1.48422660401
 536.8504, 0.0036,-0.0026, 0.4830,1.64608619216,1.48673130478
 537.0991, 0.0036,-0.0021, 0.4830,1.64566421818,1.48044952112
 537.3681, 0.0036,-0.0021, 0.4830,1.63929026177,1.48190599792
 537.6216, 0.0036,-0.0021, 0.4830,1.64111457149,1.4844773631
 537.8641, 0.0036,-0.0021, 0.4830,1.64377672383,1.48718535723
 538.1357, 0.0036,-0.0026, 0.4830,1.64724908562,1.49042237114
 538.4058, 0.0036,-0.0026, 0.4830,1.64373509924,1.48472198567
 538.6783, 0.0036,-0.0026, 0.4830,1.64882527557,1.48741811898
 538.9161, 0.0036,-0.0026, 0.4830,1.63867592513,1.48417657487
 539.1745, 0.0036,-0.0026, 0.4830,1.64437447566,1.47915652515
 539.4159, 0.0036,-0.0026, 0.4830,1.63383191736,1.48649880652
 539.6955, 0.0036,-0.0026, 0.4830,1.6382947343,1.4823145898
 539.8039, 0.0036,-0.0031, 0.4830,1.64294597885,1.47935325351
 539.9609, 0.0036,-0.0031, 0.4830,1.65698137306,1.48892036799
 540.2138, 0.0036,-0.0031, 0.4830,1.62877293531,1.48698423824
 540.4583, 0.0036,-0.0031, 0.4830,1.63864358773,1.48099640804
 540.7316, 0.0036,-0.0031, 0.4830,1.64236532372,1.48036040084
 540.9831, 0.0036,-0.0031, 0.4830,1.65207665182,1.48901238072
 541.2744, 0.0036,-0.0031, 0.4830,1.65228297414,1.4793457236
 541.4990, 0.0036,-0.0026, 0.4830,1.63723307995,1.48133301856
 541.7616, 0.0036,-0.0026, 0.4830,1.64309072932,1.48681827501
 541.9813, 0.0036,-0.0026, 0.4830,1.63137551368,1.48102769538
 542.2600, 0.0036,-0.0026, 0.4830,1.64043326313,1.48007849614
 542.5053, 0.0036,-0.0026, 0.4830,1.64078892514,1.48711640644
 542.7859, 0.0036,-0.0026, 0.4830,1.63916915469,1.48417009822
 543.0312, 0.0036,-0.0026, 0.4830,1.63829711166,1.47953704353
 543.3261, 0.0036,-0.0026, 0.4830,1.64757213293,1.48413067871
 543.5925, 0.0036,-0.0026, 0.4830,1.6527254877,1.48350058916
 543.8221, 0.0036,-0.0026, 0.4830,1.64690800961,1.48570559611
 544.0402, 0.0036,-0.0026, 0.4830,1.63665861733,1.48448290045
 544.3106, 0.0036,-0.0026, 0.4830,1.63986223587,1.48673264726
 544.5799, 0.0036,-0.0026, 0.4830,1.63719165953,1.48531215857
 544.8270, 0.0036,-0.0026, 0.4830,1.64116189534,1.48071366831
 545.0695, 0.0036,-0.0026, 0.4830,1.64158476418,1.48684112377
 545.3294, 0.0036,-0.0026, 0.4830,1.64242285486,1.48868623488
 545.6176, 0.0036,-0.0026, 0.4830,1.64209020915,1.4861705947
 545.8717, 0.0036,-0.0026, 0.4830,1.6374958128,1.48474577723
 546.1324, 0.0036,-0.0026, 0.4830,1.63692376594,1.48493646048
 546.4786, 0.0036,-0.0026, 0.4830,1.6470108111,1.4842215212
 546.6183, 0.0036,-0.0026, 0.4830,1.63688345321,1.48688489389
 546.8911, 0.0036,-0.0026, 0.4830,1.64245875943,1.48052935533
 547.1145, 0.0036,-0.0026, 0.4830,1.64256578057,1.48134546913
 547.3893, 0.0036,-0.0026, 0.4830,1.63619806735,1.48548993296
 547.6265, 0.0036,-0.0026, 0.4830,1.63484403121,1.47750097958
 547.8941, 0.0036,-0.0026, 0.4830,1.62999141286,1.48549104388
 548.1777, 0.0036,-0.0026, 0.4830,1.64626352201,1.48469301803
 548.2917, 0.0036,-0.0026, 0.4830,1.64196122067,1.47967938739
 548.5697, 0.0036,-0.0026, 0.4830,1.63968916105,1.48518054994
 548.8205, 0.0036,-0.0026, 0.4830,1.63709741609,1.48921574641
 549.0629, 0.0036,-0.0026, 0.4830,1.64330606919,1.48787849817
 549.3080, 0.0036,-0.0021, 0.4830,1.63840198205,1.48495212563
 549.5826, 0.0036,-0.0021, 0.4830,1.64114542301,1.48968555378
 549.8270, 0.0036,-0.0021, 0.4830,1.63771551585,1.48087854278
 549.9583, 0.0036,-0.0021, 0.4830,1.64024104555,1.49170788156
 550.0869, 0.0036,-0.0021, 0.4830,1.64363403723,1.48970925075
 550.3330, 0.0036,-0.0021, 0.4830,1.62709238379,1.49413398745
 550.5957, 0.0036,-0.0021, 0.4830,1.63225507157,1.49084272004
 550.8941, 0.0036,-0.0021, 0.4830,1.63535816483,1.48720027169
 551.1242, 0.0036,-0.0021, 0.4830,1.6397966109,1.48303715908
 551.3726, 0.0036,-0.0021, 0.4830,1.6326888886,1.48976752386
 551.6166, 0.0036,-0.0021, 0.4830,1.62925723331,1.48664936711
 551.8868, 0.0036,-0.0021, 0.4830,1.63519686832,1.48310035535
 552.1151, 0.0036,-0.0021, 0.4830,1.63564458511,1.48183002029
 552.3812, 0.0036,-0.0021, 0.4830,1.6399702741,1.48430850097
 552.6492, 0.0036,-0.0021, 0.4830,1.63728775709,1.48419268551
 552.9145, 0.0036,-0.0021, 0.4830,1.63218207548,1.48994661315
 553.1822, 0.0036,-0.0021, 0.4830,1.62579318522,1.48274541966
 553.4239, 0.0036,-0.0021, 0.4830,1.63612400805,1.48743967252
 553.6708, 0.0036,-0.0021, 0.4830,1.63065007592,1.48737254985
 553.9354, 0.0036,-0.0021, 0.4830,1.63613060348,1.49381629403
 554.1972, 0.0036,-0.0021, 0.4830,1.62815559085,1.48366454158
 554.4413, 0.0036,-0.0021, 0.4830,1.62793703675,1.48680131145
 554.7118, 0.0036,-0.0021, 0.4830,1.62899489137,1.48227300961
 554.9468, 0.0036,-0.0021, 0.4830,1.62710270828,1.48883939193
 555.2116, 0.0036,-0.0021, 0.4830,1.62899419536,1.48514891161
 555.4968, 0.0036,-0.0021, 0.4830,1.63019956564,1.48569537496
 555.7376, 0.0036,-0.0021, 0.4830,1.63469764853,1.49148148241
 555.9806, 0.0036,-0.0021, 0.4830,1.62985369654,1.48136793312
 556.2369, 0.0036,-0.0021, 0.4830,1.62868049881,1.48953297105
 556.5259, 0.0036,-0.0021, 0.4830,1.6332719109,1.49381743772
 556.7787, 0.0036,-0.0016, 0.4830,1.62628148116,1.48487180785
 557.0160, 0.0036,-0.0016, 0.4830,1.62826728999,1.49348996807
 557.2799, 0.0036,-0.0016, 0.4830,1.62704034247,1.48796358692
 557.5175, 0.0036,-0.0016, 0.4830,1.62478604735,1.48973489489
 557.7887, 0.0036,-0.0016, 0.4830,1.62634957544,1.4882808625
 558.0706, 0.0036,-0.0016, 0.4830,1.62976063495,1.4912068013
 558.3007, 0.0036,-0.0016, 0.4830,1.62537810867,1.48756314069
 558.5606, 0.0041,-0.0016, 0.4830,1.61141179245,1.49051219973
 558.8344, 0.0036,-0.0016, 0.4830,1.62166491382,1.49132691943
 559.0855, 0.0036,-0.0016, 0.4830,1.62947331207,1.48698892842
 559.3267, 0.0036,-0.0016, 0.4830,1.62757818347,1.48402128409
 559.5992, 0.0041,-0.0016, 0.4830,1.62522791236,1.48180781355
 559.8507, 0.0036,-0.0016, 0.4830,1.62973459889,1.48718540867
 559.9831, 0.0036,-0.0016, 0.4830,1.61727528478,1.48903929478
 560.2305, 0.0036,-0.0016, 0.4830,1.61869629782,1.47778601971
 560.5085, 0.0041,-0.0016, 0.4830,1.62293035885,1.49152135767
 560.7281, 0.0041,-0.0016, 0.4830,1.62700018632,1.49243832122
 561.0055, 0.0041,-0.0016, 0.4830,1.62206519187,1.48455306587
 561.2446, 0.0041,-0.0016, 0.4830,1.61236916755,1.4804364078
 561.5117, 0.0041,-0.0016, 0.4830,1.61733015984,1.49607369079
 561.6398, 0.0041,-0.0016, 0.4830,1.61897761954,1.4902671409
 561.7746, 0.0041,-0.0016, 0.4830,1.62691855906,1.48387343243
 562.0146, 0.0041,-0.0016, 0.4830,1.62109717494,1.48990831488
 562.2846, 0.0041,-0.0016, 0.4830,1.61559647003,1.48828410712
 562.5414, 0.0041,-0.0016, 0.4830,1.61915447394,1.48881183624
 562.8369, 0.0041,-0.0016, 0.4830,1.62878799832,1.48065228101
 563.1823, 0.0041,-0.0016, 0.4830,1.61590482456,1.48812515355
 563.3249, 0.0041,-0.0016, 0.4830,1.62559151006,1.49129494014
 563.5661, 0.0041,-0.0016, 0.4830,1.61073747454,1.48322711706
 563.8094, 0.0041,-0.0016, 0.4830,1.6060788099,1.4909294742
 564.0740, 0.0041,-0.0016, 0.4830,1.61244667235,1.48913894553
 564.3176, 0.0041,-0.0016, 0.4830,1.61807022878,1.49151742916
 564.5849, 0.0041,-0.0016, 0.4830,1.61473478253,1.48874904306
 564.8668, 0.0041,-0.0011, 0.4830,1.61838146865,1.49025734284
 565.1216, 0.0041,-0.0011, 0.4830,1.61316297711,1.4934402437
 565.3679, 0.0041,-0.0011, 0.4830,1.61358850099,1.48837199755
 565.6115, 0.0041,-0.0011, 0.4830,1.6159778474,1.48485403922
 565.8758, 0.0041,-0.0011, 0.4830,1.62116414384,1.48618081409
 566.1213, 0.0041,-0.0011, 0.4830,1.61047728431,1.49131800802
 566.3849, 0.0041,-0.0011, 0.4830,1.62202015016,1.49024485769
 566.6442, 0.0041,-0.0011, 0.4830,1.60843972228,1.48597469934
 566.7782, 0.0041,-0.0011, 0.4830,1.60697021274,1.4925585555
 567.0247, 0.0041,-0.0011, 0.4830,1.61761812644,1.48930707116
 567.3005, 0.0041,-0.0011, 0.4830,1.61693327421,1.49131543808
 567.5591, 0.0041,-0.0011, 0.4830,1.61379601239,1.48987607972
 567.8071, 0.0041,-0.0011, 0.4830,1.61486195275,1.49250933262
 568.0723, 0.0041,-0.0011, 0.4830,1.62238390822,1.48947582044
 568.3240, 0.0041,-0.0011, 0.4830,1.61634827183,1.48909631843
 568.5678, 0.0041,-0.0011, 0.4830,1.60719562581,1.49007349008
 568.8295, 0.0041,-0.0011, 0.4830,1.61548348256,1.49316180492
 569.1040, 0.0041,-0.0011, 0.4830,1.61086174888,1.49702632655
 569.3389, 0.0041,-0.0011, 0.4830,1.61367635472,1.49829402018
 569.5825, 0.0041,-0.0011, 0.4830,1.61745872285,1.48834248557
 569.8494, 0.0041,-0.0011, 0.4830,1.61587175195,1.48794595974
 570.1247, 0.0041,-0.0011, 0.4830,1.61414925293,1.48664167418
 570.5009, 0.0041,-0.0011, 0.4830,1.60835282501,1.49183560564
 570.7466, 0.0041,-0.0011, 0.4830,1.61197289318,1.49373325014
 571.0183, 0.0041,-0.0011, 0.4830,1.61860323713,1.48727426808
 571.2622, 0.0041,-0.0011, 0.4830,1.6151082255,1.48809660623
 571.5270, 0.0041,-0.0011, 0.4830,1.60355041656,1.49174107484
 571.7672, 0.0041,-0.0011, 0.4830,1.60706212161,1.49124679908
 572.0368, 0.0041,-0.0006, 0.4830,1.60580510353,1.49388917541
 572.2810, 0.0041,-0.0006, 0.4830,1.61097998017,1.49531548772
 572.5841, 0.0041,-0.0006, 0.4830,1.61823594053,1.49249821976
 572.8152, 0.0041,-0.0006, 0.4830,1.60950675212,1.50213730942
 573.0697, 0.0041,-0.0006, 0.4830,1.6123195612,1.49389347156
 573.3137, 0.0041,-0.0006, 0.4830,1.622011708,1.48319446041
 573.4460, 0.0041,-0.0006, 0.4830,1.60703016764,1.49057270716
 573.7040, 0.0041,-0.0006, 0.4830,1.61456840996,1.4958822256
 573.9696, 0.0041,-0.0006, 0.4830,1.60974677633,1.49978580139
 574.2071, 0.0041,-0.0006, 0.4830,1.60476404201,1.49074558205
 574.4759, 0.0041,-0.0006, 0.4830,1.60746795915,1.48715023111
 574.7479, 0.0041,-0.0006, 0.4830,1.61774722558,1.49637215609
 575.0248, 0.0041,-0.0006, 0.4830,1.60867203161,1.49712428569
 575.2476, 0.0041,-0.0006, 0.4830,1.61197437094,1.50348163022
 575.5133, 0.0041,-0.0006, 0.4830,1.61313599145,1.48873732968
 575.7633, 0.0041,-0.0006, 0.4830,1.61127620619,1.4912618083
 576.0102, 0.0041,-0.0006, 0.4830,1.61007935077,1.49283607272
 576.2727, 0.0041,-0.0006, 0.4830,1.61327225324,1.49433171315
 576.5431, 0.0041,-0.0006, 0.4830,1.6208416453,1.49010910697
 576.7854, 0.0041,-0.0006, 0.4830,1.62367124264,1.49617114462
 576.9185, 0.0041,-0.0006, 0.4830,1.61580541544,1.49083996469
 577.1792, 0.0041,-0.0006, 0.4830,1.62034645106,1.49421724014
 577.4666, 0.0041,-0.0006, 0.4830,1.61530190666,1.49683699782
 577.6950, 0.0041,-0.0006, 0.4830,1.618604632,1.49154289233
 577.9491, 0.0041,-0.0006, 0.4830,1.61773938568,1.49940684572
 578.2113, 0.0041,-0.0006, 0.4830,1.61942164213,1.49113687707
 578.4536, 0.0041,-0.0006, 0.4830,1.61504423925,1.48700476432
 578.7319, 0.0041,-0.0006, 0.4830,1.60665621058,1.482162148
 578.9756, 0.0041,-0.0006, 0.4830,1.60920880482,1.49728788874
 579.2364, 0.0041,-0.0006, 0.4830,1.61536395359,1.49900506213
 579.4827, 0.0041,-0.0006, 0.4830,1.61420025803,1.49604590353
 579.7450, 0.0041,-0.0001, 0.4830,1.61451100656,1.49997366861
 580.0550, 0.0041,-0.0006, 0.4830,1.61665485015,1.49499007317
 580.2690, 0.0041,-0.0001, 0.4830,1.61357644256,1.49336231294
 580.5163, 0.0041,-0.0001, 0.4830,1.61623748583,1.49585713908
 580.7744, 0.0041,-0.0001, 0.4830,1.61647955405,1.48436417705
 581.0137, 0.0041,-0.0001, 0.4830,1.60510075231,1.49771372546
 581.2875, 0.0041,-0.0001, 0.4830,1.60953612091,1.49300508138
 581.5578, 0.0041,-0.0001, 0.4830,1.61198365107,1.50137205824
 581.8059, 0.0041,-0.0001, 0.4830,1.61549218982,1.48728795408
 581.9377, 0.0041,-0.0001, 0.4830,1.61506024247,1.50079929909
 582.1841, 0.0041,-0.0001, 0.4830,1.61271725418,1.49449216862
 582.4914, 0.0041,-0.0001, 0.4830,1.6122791169,1.49512185076
 582.7031, 0.0041,-0.0001, 0.4830,1.61154328952,1.50123066895
 582.9671, 0.0041,-0.0001, 0.4830,1.60716666529,1.49884326911
 583.1935, 0.0041,-0.0001, 0.4830,1.61517831844,1.49600923587
 583.4607, 0.0041,-0.0001, 0.4830,1.61682175133,1.48704172483
 583.7360, 0.0041,-0.0001, 0.4830,1.6067319055,1.49225927148
 583.9674, 0.0041,-0.0001, 0.4830,1.61791355885,1.50089156265
 584.2378, 0.0041,-0.0001, 0.4830,1.60574231622,1.50010333556
 584.4759, 0.0041,-0.0001, 0.4830,1.6042929447,1.48984479213
 584.7737, 0.0041,-0.0001, 0.4830,1.61979109856,1.49251512467
 584.9988, 0.0041,-0.0001, 0.4830,1.61103904732,1.49578891742
 585.1498, 0.0046,-0.0001, 0.4830,1.60567242958,1.49676453317
 585.4048, 0.0046,-0.0001, 0.4830,1.61235359174,1.49462881333
 585.6435, 0.0046,-0.0001, 0.4830,1.6059052582,1.49779645346
 585.9192, 0.0046,-0.0001, 0.4830,1.60984747943,1.49140250261
 586.1631, 0.0041,-0.0001, 0.4830,1.6104989218,1.50136836229
 586.4336, 0.0046,-0.0001, 0.4830,1.59688364838,1.49133280888
 586.6744, 0.0046,-0.0001, 0.4830,1.60560568146,1.49121956541
 586.9527, 0.0046,-0.0001, 0.4830,1.61009155146,1.49712579935
 587.1967, 0.0046, 0.0004, 0.4830,1.61600641789,1.49706241768
 587.4393, 0.0046, 0.0004, 0.4830,1.60763315272,1.49653853119
 587.7159, 0.0046, 0.0004, 0.4830,1.60605345099,1.49949080042
 587.9577, 0.0046, 0.0004, 0.4830,1.60801699323,1.49915883765
 588.2218, 0.0046, 0.0004, 0.4830,1.6038689349,1.50055346913
 588.4657, 0.0046, 0.0004, 0.4830,1.60819368855,1.49014806442
 588.6078, 0.0046, 0.0004, 0.4830,1.60018792938,1.49798469468
 588.8447, 0.0046, 0.0004, 0.4830,1.5994827944,1.50140854463
 589.1167, 0.0046, 0.0004, 0.4830,1.59508002331,1.49432855219
 589.4012, 0.0046, 0.0004, 0.4830,1.59990295295,1.48654032204
 589.6449, 0.0046, 0.0004, 0.4830,1.60424281134,1.50468220825
 589.9039, 0.0046, 0.0004, 0.4830,1.59893242997,1.49978790316
 590.1468, 0.0046, 0.0004, 0.4830,1.60969072572,1.50000104738
 590.4022, 0.0046, 0.0004, 0.4830,1.60299804186,1.50051054916
 590.6713, 0.0046, 0.0004, 0.4830,1.60435100816,1.50395343332
 590.9106, 0.0046, 0.0004, 0.4830,1.60403250519,1.50960687344
 591.1758, 0.0046, 0.0004, 0.4830,1.60351947424,1.49893339588
 591.4195, 0.0046, 0.0004, 0.4830,1.60401771983,1.50722910441
 591.6839, 0.0046, 0.0004, 0.4830,1.60335087043,1.50144129117
 591.9624, 0.0046, 0.0004, 0.4830,1.59379185334,1.49870909993
 592.2489, 0.0046, 0.0004, 0.4830,1.59605328905,1.50062503814
 592.4749, 0.0046, 0.0004, 0.4830,1.59896431535,1.49749166418
 592.7155, 0.0046, 0.0004, 0.4830,1.60270767378,1.49887476103
 592.9777, 0.0046, 0.0004, 0.4830,1.60219145583,1.49589312172
 593.2208, 0.0046, 0.0004, 0.4830,1.60395595943,1.49735880662
 593.5023, 0.0046, 0.0004, 0.4830,1.60045654699,1.49986682629
 593.5963, 0.0046, 0.0009, 0.4830,1.59952362949,1.50034192187
 593.7364, 0.0046, 0.0009, 0.4830,1.60144131751,1.49640189883
 594.0025, 0.0046, 0.0009, 0.4830,1.6082237556,1.49987240989
 594.2425, 0.0046, 0.0009, 0.4830,1.59993882703,1.49936848741
 594.5563, 0.0046, 0.0009, 0.4830,1.5901985665,1.4957398931
 594.7740, 0.0046, 0.0009, 0.4830,1.59544664158,1.49639535309
 595.0155, 0.0046, 0.0009, 0.4830,1.61301383203,1.50442243907
 595.2771, 0.0046, 0.0009, 0.4830,1.60495511642,1.50142446579
 595.4147, 0.0046, 0.0009, 0.4830,1.60299757022,1.50285852602
 595.6509, 0.0046, 0.0009, 0.4830,1.59632644636,1.50162120994
 595.9172, 0.0046, 0.0009, 0.4830,1.58838613754,1.50462296694
 596.1865, 0.0046, 0.0009, 0.4830,1.6099340638,1.49331063344
 596.4322, 0.0046, 0.0009, 0.4830,1.59322519696,1.50001827355
 596.7086, 0.0046, 0.0009, 0.4830,1.60193843052,1.50021189725
 596.9515, 0.0046, 0.0009, 0.4830,1.59203274148,1.49549831146
 597.2033, 0.0046, 0.0009, 0.4830,1.60335921777,1.50317343989
 597.4874, 0.0046, 0.0009, 0.4830,1.60152726312,1.49927258585
 597.7167, 0.0046, 0.0009, 0.4830,1.59947646193,1.50732487556
 597.9828, 0.0046, 0.0009, 0.4830,1.60032092481,1.49567814509
 598.2490, 0.0046, 0.0009, 0.4830,1.59509046097,1.50108296532
 598.5128, 0.0046, 0.0009, 0.4830,1.5985033159,1.51113603273
 598.7452, 0.0046, 0.0009, 0.4830,1.60363059585,1.50437688165
 598.9895, 0.0046, 0.0009, 0.4830,1.59388677325,1.49838917422
 599.2947, 0.0046, 0.0009, 0.4830,1.59470190912,1.49720903333
 599.5643, 0.0046, 0.0009, 0.4830,1.6009985131,1.49740924029
 599.7808, 0.0046, 0.0009, 0.4830,1.59722071413,1.5023259836
 600.0196, 0.0046, 0.0009, 0.4830,1.59789900147,1.49981814499
 600.2912, 0.0046, 0.0009, 0.4830,1.58518705557,1.49790998369
 600.4216, 0.0046, 0.0009, 0.4830,1.60026257359,1.50797373587
 600.6615, 0.0046, 0.0009, 0.4830,1.59478049428,1.50548694243
 600.9365, 0.0046, 0.0009, 0.4830,1.58914942776,1.50195908515
 601.1746, 0.0046, 0.0014, 0.4830,1.59672822493,1.49848391949
 601.4389, 0.0046, 0.0014, 0.4830,1.59203160948,1.50011051594
 601.7036, 0.0046, 0.0014, 0.4830,1.59453275906,1.49896778172
 601.9864, 0.0046, 0.0014, 0.4830,1.5901626212,1.50720497852
 602.2307, 0.0046, 0.0014, 0.4830,1.57864055171,1.50215539223
 602.4754, 0.0046, 0.0014, 0.4830,1.58943380125,1.496590031
 602.7504, 0.0046, 0.0014, 0.4830,1.59605557823,1.50277613148
 602.9932, 0.0046, 0.0014, 0.4830,1.59473580189,1.50880350353
 603.2384, 0.0046, 0.0014, 0.4830,1.59562687317,1.50316002608
 603.4851, 0.0046, 0.0014, 0.4830,1.58218199394,1.50293744097
 603.6170, 0.0046, 0.0014, 0.4830,1.5897517734,1.50586279891
 603.7466, 0.0046, 0.0014, 0.4830,1.58588753032,1.50281678007
 604.0336, 0.0046, 0.0014, 0.4830,1.6021845471,1.51067002882
 604.3116, 0.0046, 0.0014, 0.4830,1.58785235226,1.50556871692
 604.5329, 0.0046, 0.0014, 0.4830,1.60003269715,1.50304246257
 604.7923, 0.0046, 0.0014, 0.4830,1.58527383884,1.50254855211
 605.0398, 0.0046, 0.0014, 0.4830,1.5985903689,1.50637007437
 605.3126, 0.0046, 0.0014, 0.4830,1.59025012998,1.49949484864
 605.4400, 0.0046, 0.0014, 0.4830,1.57728248486,1.50418309341
 605.6902, 0.0046, 0.0014, 0.4827,1.58207714977,1.50482107167
 605.9280, 0.0046, 0.0014, 0.4816,1.59407038164,1.49806969598
 606.2083, 0.0046, 0.0014, 0.4816,1.60873663522,1.50339970183
 606.4726, 0.0046, 0.0014, 0.4816,1.60364272624,1.50424394419
 606.7678, 0.0046, 0.0014, 0.4816,1.61132309366,1.49841099663
 606.9857, 0.0046, 0.0014, 0.4816,1.60962956854,1.49198487077
 607.0869, 0.0046, 0.0014, 0.4816,1.60218463508,1.48793468406
 607.3660, 0.0046, 0.0019, 0.4816,1.60414761214,1.50300708744
 607.6110, 0.0046, 0.0019, 0.4816,1.59741577086,1.50059383835
 607.8804, 0.0046, 0.0019, 0.4816,1.5974387927,1.50302885063
 608.1244, 0.0046, 0.0019, 0.4816,1.60558780816,1.50291751219
 608.4073, 0.0046, 0.0019, 0.4816,1.60787604562,1.50631005568
 608.6393, 0.0046, 0.0019, 0.4816,1.60109761303,1.50441953498
 608.7863, 0.0051, 0.0019, 0.4816,1.60059391777,1.49297465866
 609.0465, 0.0046, 0.0019, 0.4816,1.59049900608,1.5021645187
 609.2906, 0.0046, 0.0019, 0.4816,1.60430609781,1.50116172258
 609.5479, 0.0046, 0.0019, 0.4816,1.58990910223,1.49533163322
 609.8135, 0.0046, 0.0019, 0.4816,1.59825843434,1.50636325624
 610.0637, 0.0046, 0.0019, 0.4816,1.59920263471,1.50088170691
 610.3015, 0.0051, 0.0019, 0.4816,1.60062968245,1.50586948037
 610.4398, 0.0051, 0.0019, 0.4816,1.59246704792,1.50324728991
 610.6755, 0.0051, 0.0019, 0.4816,1.59355962451,1.50187325592
 610.9372, 0.0051, 0.0019, 0.4816,1.59509065055,1.49675595088
 611.2066, 0.0051, 0.0019, 0.4816,1.6016412859,1.50385910175
 611.4694, 0.0051, 0.0019, 0.4816,1.60035644477,1.49368452943
 611.7374, 0.0051, 0.0019, 0.4816,1.59633740289,1.50075638755
 612.1270, 0.0051, 0.0019, 0.4816,1.60483715614,1.49687913993
 612.3629, 0.0051, 0.0019, 0.4816,1.59678941762,1.49869090683
 612.6149, 0.0051, 0.0019, 0.4816,1.60121351681,1.5029264846
 612.8692, 0.0051, 0.0019, 0.4816,1.60459585956,1.50477022298
 613.1784, 0.0051, 0.0019, 0.4816,1.59215662931,1.50284610662
 613.3878, 0.0051, 0.0019, 0.4816,1.60374587508,1.49773751197
 613.6376, 0.0051, 0.0024, 0.4816,1.59591178223,1.49972025333
 613.7991, 0.0051, 0.0019, 0.4816,1.5868888814,1.50572712889
 614.0738, 0.0051, 0.0019, 0.4816,1.59902418533,1.50900912927
