t,bead x,bead y,bead z,cam x,cam y,cam z,act x,act y1,act z,act y2,curr 1,curr 2,curr 3,curr 4,ps power,focus1,focus2
  20.2802, 0.0071, 0.0044, 0.2775,-0.0319, 0.0519, 0.2775, 0.9338, 0.4880, 6.3488, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.57458002599,1.59925317522
  20.5649, 0.0071, 0.0044, 0.2727,-0.0319, 0.0519, 0.2727, 0.9338, 0.4880, 6.3438, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.57937823446,1.59368175046
  20.7779, 0.0071, 0.0049, 0.2675,-0.0319, 0.0519, 0.2675, 0.9338, 0.4880, 6.3388, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.62804460761,1.56410705878
  20.9389, 0.0076, 0.0049, 0.2628,-0.0319, 0.0519, 0.2628, 0.9338, 0.4880, 6.3341, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.67636111687,1.53823392026
  21.1915, 0.0076, 0.0049, 0.2584,-0.0319, 0.0519, 0.2584, 0.9338, 0.4880, 6.3297, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.73348662179,1.51057776299
  21.4580, 0.0076, 0.0049, 0.2585,-0.0319, 0.0519, 0.2585, 0.9338, 0.4880, 6.3298, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77088103143,1.48330324873
  21.6923, 0.0081, 0.0049, 0.2632,-0.0319, 0.0519, 0.2632, 0.9338, 0.4880, 6.3345, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77809605555,1.47924203495
  21.9479, 0.0081, 0.0054, 0.2685,-0.0319, 0.0519, 0.2685, 0.9338, 0.4880, 6.3398, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77354448713,1.49392286633
  22.2184, 0.0076, 0.0049, 0.2758,-0.0319, 0.0519, 0.2758, 0.9338, 0.4880, 6.3471, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.76816285936,1.51181444677
  22.4495, 0.0076, 0.0049, 0.2799,-0.0319, 0.0519, 0.2799, 0.9338, 0.4880, 6.3539, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.69081621699,1.55594911859
  22.5821, 0.0071, 0.0044, 0.2833,-0.0319, 0.0519, 0.2833, 0.9338, 0.4880, 6.3561, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.61879115829,1.57417023289
  22.8727, 0.0071, 0.0044, 0.2833,-0.0319, 0.0519, 0.2833, 0.9338, 0.4880, 6.3546, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.54251466435,1.62282289389
  23.1058, 0.0071, 0.0044, 0.2782,-0.0319, 0.0519, 0.2782, 0.9338, 0.4880, 6.3494, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.5514423007,1.62021134011
  23.3705, 0.0071, 0.0044, 0.2731,-0.0319, 0.0519, 0.2731, 0.9338, 0.4880, 6.3444, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.55988711941,1.59127163752
  23.6367, 0.0076, 0.0049, 0.2660,-0.0319, 0.0519, 0.2660, 0.9338, 0.4880, 6.3347, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63823152797,1.54727322876
  23.9045, 0.0076, 0.0049, 0.2582,-0.0319, 0.0519, 0.2582, 0.9338, 0.4880, 6.3295, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.70865435881,1.50824452099
  24.1691, 0.0081, 0.0049, 0.2582,-0.0319, 0.0519, 0.2582, 0.9338, 0.4880, 6.3295, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.75379069442,1.47963115565
  24.4162, 0.0081, 0.0054, 0.2629,-0.0319, 0.0519, 0.2629, 0.9338, 0.4880, 6.3342, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77155921392,1.48985916075
  24.6756, 0.0081, 0.0054, 0.2682,-0.0319, 0.0519, 0.2682, 0.9338, 0.4880, 6.3395, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77323167609,1.48291674439
  24.8993, 0.0081, 0.0054, 0.2732,-0.0319, 0.0519, 0.2732, 0.9338, 0.4880, 6.3467, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.75510347372,1.51556433128
  25.1916, 0.0076, 0.0049, 0.2817,-0.0319, 0.0519, 0.2817, 0.9338, 0.4880, 6.3530, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.67209224988,1.55804205197
  25.4262, 0.0076, 0.0044, 0.2862,-0.0319, 0.0519, 0.2862, 0.9338, 0.4880, 6.3575, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.61650905065,1.58334995901
  25.6844, 0.0071, 0.0044, 0.2816,-0.0319, 0.0519, 0.2816, 0.9338, 0.4880, 6.3529, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.56777323406,1.60850779545
  25.9487, 0.0071, 0.0044, 0.2761,-0.0319, 0.0519, 0.2761, 0.9338, 0.4880, 6.3474, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.55842632478,1.60895694594
  26.0701, 0.0076, 0.0044, 0.2714,-0.0319, 0.0519, 0.2714, 0.9338, 0.4880, 6.3427, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.56610288469,1.60634422862
  26.3337, 0.0076, 0.0049, 0.2662,-0.0319, 0.0519, 0.2662, 0.9338, 0.4880, 6.3375, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.62250668558,1.56485732385
  26.5616, 0.0081, 0.0049, 0.2611,-0.0319, 0.0519, 0.2611, 0.9338, 0.4880, 6.3303, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.69253401285,1.51541669767
  26.8242, 0.0086, 0.0054, 0.2569,-0.0319, 0.0519, 0.2569, 0.9338, 0.4880, 6.3282, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.75962252016,1.47682814616
  27.1172, 0.0086, 0.0054, 0.2619,-0.0319, 0.0519, 0.2619, 0.9338, 0.4880, 6.3332, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.76988992901,1.4817078143
  27.3802, 0.0086, 0.0054, 0.2691,-0.0319, 0.0519, 0.2691, 0.9338, 0.4880, 6.3404, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.77695905004,1.48787174317
  27.6163, 0.0081, 0.0049, 0.2751,-0.0319, 0.0519, 0.2751, 0.9338, 0.4880, 6.3482, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.70592751115,1.52468476801
  27.9071, 0.0076, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64453447912,1.56125098892
  28.1108, 0.0076, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.65149820774,1.56179284947
  28.3517, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.65124751725,1.55464432315
  28.6327, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64992193749,1.56446942311
  28.8869, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64344962131,1.55688609368
  29.1454, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64679662285,1.55674334963
  29.2521, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64236491072,1.55983402134
  29.5415, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64587485501,1.56138148707
  29.7957, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.65748348488,1.56469571427
  30.0562, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64251686199,1.56136366238
  30.3209, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63865745852,1.55652459126
  30.5474, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.64621979058,1.56167773892
  30.8197, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63726095913,1.55737982919
  30.9591, 0.0081, 0.0049, 0.2768,-0.0319, 0.0519, 0.2768, 0.9338, 0.4880, 6.3481, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63655596238,1.56233207457
  31.1845, 0.0081, 0.0049, 0.2751,-0.0319, 0.0519, 0.2751, 0.9338, 0.4880, 6.3445, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63875399821,1.55940114839
  31.4474, 0.0081, 0.0049, 0.2696,-0.0319, 0.0519, 0.2696, 0.9338, 0.4880, 6.3409, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63171900916,1.566631
  31.7093, 0.0081, 0.0049, 0.2660,-0.0319, 0.0519, 0.2660, 0.9338, 0.4880, 6.3368, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.63794276006,1.56378205435
  31.9646, 0.0086, 0.0049, 0.2615,-0.0319, 0.0519, 0.2615, 0.9338, 0.4880, 6.3328, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.66367411986,1.53911497414
  32.2301, 0.0086, 0.0054, 0.2579,-0.0319, 0.0519, 0.2579, 0.9338, 0.4880, 6.3292, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.72029839808,1.5085610043
  32.4774, 0.0086, 0.0054, 0.2579,-0.0319, 0.0519, 0.2579, 0.9338, 0.4880, 6.3292, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.74316011173,1.50196891666
  32.7822, 0.0091, 0.0054, 0.2621,-0.0319, 0.0519, 0.2621, 0.9338, 0.4880, 6.3334, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.74269031923,1.50589024034
  32.9973, 0.0091, 0.0054, 0.2662,-0.0319, 0.0519, 0.2662, 0.9338, 0.4880, 6.3384, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.73788192288,1.50126462839
  33.2561, 0.0086, 0.0054, 0.2714,-0.0319, 0.0519, 0.2714, 0.9338, 0.4880, 6.3450, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.71772654141,1.5254439081
  33.5348, 0.0086, 0.0049, 0.2782,-0.0319, 0.0519, 0.2782, 0.9338, 0.4880, 6.3495, 1.6710, 0.4290,-0.4290,-0.4290, 0.4290,True,1.66552329233,1.54603635989
  33.7669, 0.0081, 0.0049, 0.2781,-0.0319, 0.0519, 0.2781, 0.9338, 0.4880, 6.3494, 1.6710, 0.3270,-0.3270,-0.3270, 0.3270,True,1.60995763667,1.57516807172
  34.0250, 0.0081, 0.0049, 0.2731,-0.0319, 0.0519, 0.2731, 0.9338, 0.4880, 6.3444, 1.6710, 0.3281,-0.3281,-0.3281, 0.3281,True,1.62427996821,1.56961490853
  34.3024, 0.0086, 0.0049, 0.2681,-0.0319, 0.0519, 0.2681, 0.9338, 0.4880, 6.3394, 1.6710, 0.4029,-0.4029,-0.4029, 0.4029,True,1.63543724962,1.55795449537
  34.5192, 0.0086, 0.0049, 0.2636,-0.0319, 0.0519, 0.2636, 0.9338, 0.4880, 6.3339, 1.6710, 0.4788,-0.4788,-0.4788, 0.4788,True,1.70922624026,1.51215040596
  34.7820, 0.0091, 0.0049, 0.2602,-0.0319, 0.0519, 0.2602, 0.9338, 0.4880, 6.3315, 1.6710, 0.5000,-0.5000,-0.5000, 0.5000,True,1.78187033911,1.48533617652
  35.0821, 0.0091, 0.0049, 0.2652,-0.0319, 0.0519, 0.2652, 0.9338, 0.4880, 6.3365, 1.6710, 0.5000,-0.5000,-0.5000, 0.5000,True,1.80178974281,1.46109303521
  35.3399, 0.0091, 0.0049, 0.2703,-0.0319, 0.0519, 0.2703, 0.9338, 0.4880, 6.3443, 1.6710, 0.5000,-0.5000,-0.5000, 0.5000,True,1.83884934204,1.45505951482
  35.5639, 0.0086, 0.0049, 0.2774,-0.0319, 0.0519, 0.2774, 0.9338, 0.4880, 6.3512, 1.6710, 0.4453,-0.4453,-0.4453, 0.4453,True,1.84547191107,1.47639929841
  35.8219, 0.0086, 0.0044, 0.2850,-0.0319, 0.0519, 0.2850, 0.9338, 0.4880, 6.3565, 1.6710, 0.3393,-0.3393,-0.3393, 0.3393,True,1.78154225528,1.49722446187
  35.9511, 0.0081, 0.0039, 0.2874,-0.0319, 0.0519, 0.2874, 0.9338, 0.4880, 6.3587, 1.6710, 0.2256,-0.2256,-0.2256, 0.2256,True,1.72492939631,1.5112092045
  36.0821, 0.0081, 0.0039, 0.2902,-0.0319, 0.0519, 0.2902, 0.9338, 0.4880, 6.3615, 1.6710, 0.1894,-0.1894,-0.1894, 0.1894,True,1.70020634129,1.51566534432
  36.3426, 0.0081, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1215,-0.1215,-0.2430,-0.2430,True,1.68797745275,1.52386504573
  36.5697, 0.0081, 0.0044, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1215,-0.1215,-0.2430,-0.2430,True,1.69724133223,1.5270911899
  36.8166, 0.0076, 0.0044, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1215,-0.1215,-0.2430,-0.2430,True,1.68646334981,1.52719934185
  37.1011, 0.0076, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1140,-0.1140,-0.2280,-0.2280,True,1.70447684952,1.51913180692
  37.3478, 0.0071, 0.0054, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1140,-0.1140,-0.2280,-0.2280,True,1.69379223915,1.52934278033
  37.6041, 0.0071, 0.0059, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1065,-0.1065,-0.2130,-0.2130,True,1.69009092149,1.52017255726
  37.7564, 0.0066, 0.0059, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1065,-0.1065,-0.2130,-0.2130,True,1.69722277284,1.52071001602
  37.9772, 0.0066, 0.0064, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1770, 0.0000, 0.0000,-0.1770,True,1.69313160703,1.52154456324
  38.2540, 0.0066, 0.0064, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1920, 0.0000, 0.0000,-0.1920,True,1.70310037684,1.52397448492
  38.5212, 0.0066, 0.0059, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1920, 0.0000, 0.0000,-0.1920,True,1.69765878296,1.53248891096
  38.7706, 0.0066, 0.0059, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1770, 0.0000, 0.0000,-0.1770,True,1.70004425494,1.53224988678
  39.0274, 0.0066, 0.0054, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1770, 0.0000, 0.0000,-0.1770,True,1.70063052869,1.53006866479
  39.2776, 0.0066, 0.0054, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0990,-0.0990,-0.1980,-0.1980,True,1.70687459365,1.51932933204
  39.4262, 0.0066, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0990,-0.0990,-0.1980,-0.1980,True,1.69884767959,1.53054574151
  39.6714, 0.0061, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0990,-0.0990,-0.1980,-0.1980,True,1.69704190789,1.52722329674
  39.9217, 0.0061, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0915,-0.0915,-0.1830,-0.1830,True,1.69593032407,1.53316762113
  40.1709, 0.0056, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0915,-0.0915,-0.1830,-0.1830,True,1.69181078327,1.52531677419
  40.4181, 0.0056, 0.0049, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1470, 0.0000, 0.0000,-0.1470,True,1.69952282232,1.53252674972
  40.7032, 0.0056, 0.0044, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1470, 0.0000, 0.0000,-0.1470,True,1.69250845429,1.52396202546
  40.9471, 0.0056, 0.0044, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0840,-0.0840,-0.1680,-0.1680,True,1.68488166276,1.53071437117
  41.1131, 0.0056, 0.0044, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0840,-0.0840,-0.1680,-0.1680,True,1.69248575386,1.53321045061
  41.3269, 0.0056, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0840,-0.0840,-0.1680,-0.1680,True,1.69861731155,1.53130584734
  41.5754, 0.0051, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0840,-0.0840,-0.1680,-0.1680,True,1.69858038195,1.52933443855
  41.8255, 0.0051, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0765,-0.0765,-0.1530,-0.1530,True,1.68599774557,1.52771867298
  42.0945, 0.0051, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0765,-0.0765,-0.1530,-0.1530,True,1.68771222552,1.53210189509
  42.3487, 0.0051, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0765,-0.0765,-0.1530,-0.1530,True,1.68945903936,1.53028806499
  42.6363, 0.0046, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0765,-0.0765,-0.1530,-0.1530,True,1.69175513732,1.53533481876
  42.7456, 0.0046, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1170, 0.0000, 0.0000,-0.1170,True,1.67821031342,1.53133437505
  42.8881, 0.0046, 0.0039, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1170, 0.0000, 0.0000,-0.1170,True,1.68914095473,1.53147935917
  43.1369, 0.0046, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.1170, 0.0000, 0.0000,-0.1170,True,1.68931158373,1.53584162292
  43.4025, 0.0046, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0690,-0.0690,-0.1380,-0.1380,True,1.68137454424,1.5386822953
  43.6522, 0.0046, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0690,-0.0690,-0.1380,-0.1380,True,1.68955680529,1.53333781966
  43.9024, 0.0041, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0690,-0.0690,-0.1380,-0.1380,True,1.68730884487,1.54466830605
  44.1619, 0.0041, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.6754000184,1.53730630444
  44.4096, 0.0041, 0.0034, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.67861458355,1.53530877269
  44.5594, 0.0041, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.67590255663,1.54154430952
  44.8020, 0.0041, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.67423173255,1.53340350625
  45.0546, 0.0041, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.68168062002,1.53946732559
  45.3112, 0.0036, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0615,-0.0615,-0.1230,-0.1230,True,1.66771785391,1.54164807338
  45.5602, 0.0036, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0540,-0.0540,-0.1080,-0.1080,True,1.67597104942,1.53926679512
  45.8529, 0.0036, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0540,-0.0540,-0.1080,-0.1080,True,1.66438940952,1.54064087382
  46.1001, 0.0036, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0540,-0.0540,-0.1080,-0.1080,True,1.67534963773,1.53916992836
  46.3525, 0.0031, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0540,-0.0540,-0.1080,-0.1080,True,1.66957659355,1.54476594084
  46.5989, 0.0031, 0.0029, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0870, 0.0000, 0.0000,-0.0870,True,1.67053099288,1.54350820896
  46.8583, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0870, 0.0000, 0.0000,-0.0870,True,1.6751776327,1.53265993437
  47.1210, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,True,1.66648209172,1.541708735
  47.3739, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,True,1.67523825727,1.54697333499
  47.6308, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,True,1.68232040433,1.54702706315
  47.7417, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66679817013,1.5488812317
  48.0046, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66505300377,1.54651041076
  48.3283, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.68718609287,1.53950648982
  48.5150, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.67183631424,1.5476501903
  48.7646, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.65675452842,1.54978097884
  49.0379, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66659556533,1.54594115096
  49.2835, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66524166928,1.55107291493
  49.4443, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66590979555,1.54419176365
  49.6709, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.66761844141,1.55335909941
  49.9256, 0.0031, 0.0024, 0.2901,-0.0319, 0.0519, 0.2901, 0.9338, 0.4880, 6.3614, 1.6710,-0.0465,-0.0465,-0.0930,-0.0930,False,1.67063048376,1.54755477933
