t,bead x,bead y,bead z,cam x,cam y,cam z,act x,act y1,act z,act y2,curr 1,curr 2,curr 3,curr 4,ps power,focus1,focus2
25112.9504,-0.0060, 0.0011, 0.0035, 0.0060, 0.0336, 0.0035, 0.9717, 0.4697, 6.0732, 3.3541, 0.4680, 0.1800, 0.0900, 0.3780,0,1.72503230286,1.64134218602
25113.0670,-0.0060, 0.0011, 0.0017, 0.0060, 0.0336, 0.0017, 0.9717, 0.4697, 6.0730, 3.3541, 0.4680, 0.1800, 0.0900, 0.3780,0,1.73008846632,1.63883727721
25113.3019,-0.0060, 0.0011, 0.0017, 0.0060, 0.0336, 0.0017, 0.9717, 0.4697, 6.0730, 3.3541, 0.3280, 0.2400, 0.1200, 0.2080,1,1.71521213301,1.64164784825
25113.5527,-0.0060, 0.0006,-0.0006, 0.0060, 0.0336,-0.0006, 0.9717, 0.4697, 6.0691, 3.3541, 0.3280, 0.2400, 0.1200, 0.2080,1,1.72674555606,1.63697522045
25113.6735,-0.0055, 0.0001,-0.0022, 0.0060, 0.0336,-0.0022, 0.9717, 0.4697, 6.0673, 3.3541, 0.2880, 0.2400, 0.1200, 0.1680,1,1.747639883,1.6228487875
25113.7964,-0.0050, 0.0001,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.2280, 0.2200, 0.1100, 0.1180,1,1.77252421165,1.59103166322
25113.9583,-0.0050, 0.0001,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1180,-0.1180,-0.1180, 0.1180,1,1.77809539939,1.60037383629
25114.0641,-0.0045,-0.0004,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.77998239569,1.59446808547
25114.2118,-0.0045,-0.0004,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.78963273781,1.59885896729
25114.3277,-0.0045,-0.0004,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79327111818,1.59469908019
25114.4654,-0.0045,-0.0009,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.7848650536,1.58567010665
25114.5693,-0.0045,-0.0009,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.78806036283,1.59341815669
25114.7108,-0.0045,-0.0009,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.78353155039,1.59275798312
25114.9843,-0.0045,-0.0009,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79136908888,1.59564402753
25115.2451,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.78930875197,1.59081930405
25115.3560,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.78492657641,1.59056360128
25115.4792,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79499624936,1.59115983552
25115.6168,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79281617515,1.5873778689
25115.7493,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80210042203,1.59076713014
25115.8503,-0.0045,-0.0014,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79428596246,1.59170881966
25115.9917,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79384190303,1.59080242263
25116.1299,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80577811851,1.59122446112
25116.2678,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79545524256,1.59099743956
25116.3676,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79475126075,1.59206503056
25116.6486,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79023298886,1.59373231215
25116.8924,-0.0045,-0.0019,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79365452884,1.58822628199
25117.0300,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80344059171,1.58708168163
25117.1729,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80353302782,1.59877914623
25117.2749,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.801360437,1.58218338562
25117.4136,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80509678008,1.58783930652
25117.5626,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.7932054198,1.58612741739
25117.6679,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80458591909,1.58045243098
25117.7784,-0.0045,-0.0024,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.81447180646,1.58624859877
25117.9180,-0.0045,-0.0029,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.8023129496,1.58147537889
25118.0662,-0.0045,-0.0029,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80015587922,1.58861293457
25118.3020,-0.0045,-0.0029,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.79918441925,1.58849520476
25118.5742,-0.0045,-0.0029,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.81091488748,1.58497799614
25118.6728,-0.0045,-0.0029,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.81127257731,1.58578121703
25118.8165,-0.0045,-0.0034,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80768063754,1.57542268858
25118.9531,-0.0045,-0.0034,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80308537465,1.58135290095
25119.0933,-0.0045,-0.0034,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.81757533922,1.57449270425
25119.1933,-0.0045,-0.0034,-0.0059, 0.0060, 0.0336,-0.0059, 0.9717, 0.4697, 6.0654, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.80312374323,1.58613680253
25119.3413,-0.0045,-0.0034,-0.0027, 0.0060, 0.0336,-0.0027, 0.9717, 0.4697, 6.0692, 3.3541, 0.1174,-0.1174,-0.1174, 0.1174,1,1.81419071753,1.5818667375
25119.4643,-0.0045,-0.0034,-0.0021, 0.0060, 0.0336,-0.0021, 0.9717, 0.4697, 6.0692, 3.3541, 0.1800, 0.4520, 0.3620, 0.0900,0,1.81379373565,1.57898206787
