t,bead x,bead y,bead z,cam x,cam y,cam z,act x,act y1,act z,act y2,curr 1,curr 2,curr 3,curr 4,ps power,focus1,focus2
1979.3001,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.3767503311,nan
1979.3498,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37904241454,nan
1979.5168,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37577682617,nan
1979.6126,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37591553722,nan
1979.8796,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37303968837,nan
1980.1467,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37186143627,nan
1980.4075,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37456315867,nan
1980.6719,-0.6789, 0.4869,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,nan,nan
1980.7906,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.36217275869,nan
1980.9001,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.36554133313,nan
1981.0362,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.36871178571,nan
1981.1729,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37062021791,nan
1981.3069,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.36541586955,nan
1981.5418,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.36911615937,nan
1981.8075,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37093828158,nan
1982.0506,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.37019946268,nan
1982.3270,-0.1439, 0.2194,-0.1483,-0.0319, 0.0019,-0.1483, 0.9338, 0.4380, 5.9230, 1.6710, 0.0000, 0.0000, 0.0000, 0.0000,False,1.3692914714,nan
