-0.7137,-7.7518, 3.4000
-0.4280,-1.5181,-3.8315
-0.1026, 1.0215, 0.9438
 1.0385,-0.0523,-0.9546
 0.0671,-0.9967, 0.9607
 0.1437,-0.3864,-0.7204
